index,url,name,sub_title,brand,model,color,price,currency,availability,description,raw_description,avg_rating,review_count,images,available_sizes,uniq_id,scraped_at
0,https://www.nike.com/t/dri-fit-team-minnesota-twins-mens-long-sleeve-t-shirt-6Wdjql,Nike Dri-FIT Team (MLB Minnesota Twins),Men's Long-Sleeve T-Shirt,Nike,14226571,Navy,40.0,USD,InStock,"SWEAT-WICKING COMFORT.The Nike Dri-FIT Team (MLB Minnesota Twins) T-Shirt layers you in lightweight fabric with sweat-wicking technology to help keep you cool and dry as you rep your favorite team.BenefitsNike Dri-FIT technology helps you stay dry, comfortable and focused.Jersey fabric has a soft, lightweight feel.Product Details100% polyesterMachine washImportedShown: NavyStyle: NKAY44BMTF-KT6","<div class=""pi-pdpmainbody""><p><b class=""headline-5"">SWEAT-WICKING COMFORT.</b></p><br/><p>The Nike Dri-FIT Team (MLB Minnesota Twins) T-Shirt layers you in lightweight fabric with sweat-wicking technology to help keep you cool and dry as you rep your favorite team.</p><br/><p><b class=""headline-5"">Benefits</b></p><ul><li>Nike Dri-FIT technology helps you stay dry, comfortable and focused.</li><li>Jersey fabric has a soft, lightweight feel.</li></ul><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>100% polyester</li><li>Machine wash</li><li>Imported</li><li>Shown: Navy</li><li>Style: NKAY44BMTF-KT6</li></ul></div>",,,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/0116e668-a77e-402d-b89f-04647db0f0ad/dri-fit-team-minnesota-twins-mens-long-sleeve-t-shirt-6Wdjql.png",S | M | L | XL | 2XL,c3229e54-aa58-5fdd-9f71-fbe66366b2b2,20/09/2022 23:32:28
1,https://www.nike.com/t/club-américa-womens-dri-fit-soccer-jersey-dress-MP2NrK,Club América,Women's Nike Dri-FIT Soccer Jersey Dress,Nike,13814665,Black/Black,90.0,USD,InStock,"Inspired by traditional soccer jerseys, the Club América Jersey Dress is an effortless look you can easily throw on and go.Keep CoolNike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Stash and GoSide pockets let you store your essentials when you're on the move.Streetwear FlairJersey details pair with a flowy design for casual team pride.Product DetailsStandard fit for a relaxed, easy feel100% polyesterMachine washImportedShown: Black/BlackStyle: CW0788-010","<div class=""pi-pdpmainbody""><br/><p>Inspired by traditional soccer jerseys, the Club América Jersey Dress is an effortless look you can easily throw on and go.</p><br/><p><b class=""headline-5"">Keep Cool</b></p><p>Nike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.</p><br/><p><b class=""headline-5"">Stash and Go</b></p><p>Side pockets let you store your essentials when you're on the move.</p><br/><p><b class=""headline-5"">Streetwear Flair</b></p><p>Jersey details pair with a flowy design for casual team pride.</p><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>Standard fit for a relaxed, easy feel</li><li>100% polyester</li><li>Machine wash</li><li>Imported</li><li>Shown: Black/Black</li><li>Style: CW0788-010</li></ul></div>",5.0,1.0,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/3f1d69c3-9a25-4e62-bd8e-e855d55c5d1e/club-am%C3%A9rica-womens-dri-fit-soccer-jersey-dress-MP2NrK.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/6d1c9956-3ca8-4441-83d4-d709e4119aa7/club-am%C3%A9rica-womens-dri-fit-soccer-jersey-dress-MP2NrK.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/413975ce-65a8-4168-86a3-23c433c0e8c6/club-am%C3%A9rica-womens-dri-fit-soccer-jersey-dress-MP2NrK.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/0d83aa8a-29f7-407c-b39b-c3e3d864e9d6/club-am%C3%A9rica-womens-dri-fit-soccer-jersey-dress-MP2NrK.png",L (12–14),f8ebb2ed-17ae-5719-b750-5ea3ec69b75c,20/09/2022 23:32:40
2,https://www.nike.com/t/sportswear-swoosh-mens-overalls-rKsQ2c,Nike Sportswear Swoosh,Men's Overalls,Nike,13015648,Black/White,140.0,USD,OutOfStock,"WORKING HARD TO KEEP YOU COMFORTABLE.The Nike Sportswear Swoosh Overalls feature a woven twill fabric that's both soft and durable. Snaps at the side and a reversible pocket at the chest provide styling options--wear them up over the shoulder or down at the waist as pants.Pockets For DaysThe zippered chest pocket features an envelope-style enclosure on the reverse side to be used when overalls are worn as pants.Utility with a Classic FeelA tapered leg and zip fly and snap close give this hardworking style a refined, familiar feel.2 Styles, 1 DesignSide snaps secure the upper material and straps allowing you to wear this style as pants or overalls. An adjustable buckle shoulder design lets you adjust the fit on the fly.More BenefitsUtility cargo pockets on legs and back pocket provide secure storage.Embroidered Swoosh details on chest and back show love for the brand.Product DetailsStandard fit for a relaxed, easy feel49% nylon/46% cotton/5% spandexMachine washImportedShown: Black/WhiteStyle: CU3896-010","<div class=""pi-pdpmainbody""><p><b class=""headline-5"">WORKING HARD TO KEEP YOU COMFORTABLE.</b></p><br/><p>The Nike Sportswear Swoosh Overalls feature a woven twill fabric that's both soft and durable. Snaps at the side and a reversible pocket at the chest provide styling options--wear them up over the shoulder or down at the waist as pants.</p><br/><p><b class=""headline-5"">Pockets For Days</b></p><p>The zippered chest pocket features an envelope-style enclosure on the reverse side to be used when overalls are worn as pants.</p><br/><p><b class=""headline-5"">Utility with a Classic Feel</b></p><p>A tapered leg and zip fly and snap close give this hardworking style a refined, familiar feel.</p><br/><p><b class=""headline-5"">2 Styles, 1 Design</b></p><p>Side snaps secure the upper material and straps allowing you to wear this style as pants or overalls. An adjustable buckle shoulder design lets you adjust the fit on the fly.</p><br/><p><b class=""headline-5"">More Benefits</b></p><ul><li>Utility cargo pockets on legs and back pocket provide secure storage.</li><li>Embroidered Swoosh details on chest and back show love for the brand.</li></ul><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>Standard fit for a relaxed, easy feel</li><li>49% nylon/46% cotton/5% spandex</li><li>Machine wash</li><li>Imported</li><li>Shown: Black/White</li><li>Style: CU3896-010</li></ul></div>",4.9,11.0,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/c5e0b271-ad6a-40fc-bd99-e74a8fd183fa/sportswear-swoosh-mens-overalls-rKsQ2c.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/32516e8c-0eba-41ee-a550-bb0358f56e62/sportswear-swoosh-mens-overalls-rKsQ2c.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d9a6c5b1-caae-4856-af34-73beebc4487a/sportswear-swoosh-mens-overalls-rKsQ2c.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/1174c8c3-ab9c-4630-8d8e-32a75bfa7246/sportswear-swoosh-mens-overalls-rKsQ2c.png",,88120081-e6cb-5399-b9dc-a2d3d5dd5206,20/09/2022 23:33:16
3,https://www.nike.com/t/dri-fit-one-luxe-big-kids-girls-printed-tights-extended-size-fjSmdw,Nike Dri-FIT One Luxe,Big Kids' (Girls') Printed Tights (Extended Size),Nike,13809796,Black/Rush Pink,22.97,USD,OutOfStock,"ELEVATED COMFORT GOES FULL BLOOM.The Nike Dri-FIT One Luxe Leggings (Extended Size) are our most versatile pair yet—made with silky soft fabric for playtime (or anytime!). Part of the Nike Luxe line, they’re super comfy and lightweight, like an all-day hug. Adding a colorful floral print just makes these that much better. This product is made with at least 75% recycled polyester fibers.Luxe is MoreNike One Luxe is our most versatile legging, taken to the next level with soft, smooth fabric that feels like an all-day hug.Play Hard, Stay DryNike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.Move with ConfidenceA high-rise waistband and V-shaped back panel follow your body's natural lines so you can stretch, stride and climb confidently.More BenefitsAn elastic waistband provides a snug fit.Product DetailsTight fit for a body-hugging feelBody: 88% polyester/12% spandex. Gusset lining: 100% polyester.Machine washImportedShown: Black/Rush PinkStyle: DM8445-010","<div class=""pi-pdpmainbody""><p><b class=""headline-5"">ELEVATED COMFORT GOES FULL BLOOM.</b></p><br/><p>The Nike Dri-FIT One Luxe Leggings (Extended Size) are our most versatile pair yet—made with silky soft fabric for playtime (or anytime!). Part of the Nike Luxe line, they’re super comfy and lightweight, like an all-day hug. Adding a colorful floral print just makes these that much better. This product is made with at least 75% recycled polyester fibers.</p><br/><p><b class=""headline-5"">Luxe is More</b></p><p>Nike One Luxe is our most versatile legging, taken to the next level with soft, smooth fabric that feels like an all-day hug.</p><br/><p><b class=""headline-5"">Play Hard, Stay Dry</b></p><p>Nike Dri-FIT technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.</p><br/><p><b class=""headline-5"">Move with Confidence</b></p><p>A high-rise waistband and V-shaped back panel follow your body's natural lines so you can stretch, stride and climb confidently.</p><br/><p><b class=""headline-5"">More Benefits</b></p><ul><li>An elastic waistband provides a snug fit.</li></ul><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>Tight fit for a body-hugging feel</li><li>Body: 88% polyester/12% spandex. Gusset lining: 100% polyester.</li><li>Machine wash</li><li>Imported</li><li>Shown: Black/Rush Pink</li><li>Style: DM8445-010</li></ul></div>",,,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d5b9ae85-e70b-4bbf-b617-426325dd8d94/dri-fit-one-luxe-big-kids-girls-printed-tights-extended-size-fjSmdw.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a46f77dd-62cc-42c1-a132-192e516c3e78/dri-fit-one-luxe-big-kids-girls-printed-tights-extended-size-fjSmdw.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/cf3ac257-70d6-4a6c-8af5-8349779aaf5f/dri-fit-one-luxe-big-kids-girls-printed-tights-extended-size-fjSmdw.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/7be554bc-2e28-431c-abb2-31e5291e8da6/dri-fit-one-luxe-big-kids-girls-printed-tights-extended-size-fjSmdw.png",,98348cc5-1520-5b6e-a5f6-c42547b6a092,20/09/2022 23:33:17
4,https://www.nike.com/t/paris-saint-germain-repel-academy-awf-big-kids-soccer-jacket-95TSKB,Paris Saint-Germain Repel Academy AWF,Big Kids' Soccer Jacket,Nike,13327415,Dark Grey/Black/Siren Red/Siren Red,70.0,USD,InStock,"WATER-REPELLENT COVERAGE GETS PSG DETAILS.The Paris Saint-Germain Repel Academy AWF Jacket is a lightweight, water-repellent layer that's perfect for days when you want to play through the rain, but breathable where it matters when things heat up. This product is made with at least 75% recycled polyester fibers.BenefitsLightweight water-repellent fabric helps you stay dry in light rain.Zippered side pockets secure your essentials.High-heat zones are perforated for ventilation while you play.Product DetailsStandard fit for a relaxed, easy feelBody: 100% polyesterMachine washImportedShown: Dark Grey/Black/Siren Red/Siren RedStyle: DB8165-025","<div class=""pi-pdpmainbody""><p><b class=""headline-5"">WATER-REPELLENT COVERAGE GETS PSG DETAILS.</b></p><br/><p>The Paris Saint-Germain Repel Academy AWF Jacket is a lightweight, water-repellent layer that's perfect for days when you want to play through the rain, but breathable where it matters when things heat up. This product is made with at least 75% recycled polyester fibers.</p><br/><p><b class=""headline-5"">Benefits</b></p><ul><li>Lightweight water-repellent fabric helps you stay dry in light rain.</li><li>Zippered side pockets secure your essentials.</li><li>High-heat zones are perforated for ventilation while you play.</li></ul><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>Standard fit for a relaxed, easy feel</li><li>Body: 100% polyester</li><li>Machine wash</li><li>Imported</li><li>Shown: Dark Grey/Black/Siren Red/Siren Red</li><li>Style: DB8165-025</li></ul></div>",,,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/6feabe80-6470-44c1-8427-55d0c41f5768/paris-saint-germain-repel-academy-awf-big-kids-soccer-jacket-95TSKB.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/c46c7a81-4c30-4796-a973-64e167708eb8/paris-saint-germain-repel-academy-awf-big-kids-soccer-jacket-95TSKB.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/357d82ae-e4f1-41b3-ab9b-a87dd2848964/paris-saint-germain-repel-academy-awf-big-kids-soccer-jacket-95TSKB.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/95dff0f5-10f3-4558-a8a6-df39fbd5f3ef/paris-saint-germain-repel-academy-awf-big-kids-soccer-jacket-95TSKB.png",XS | S | M | L | XL,f15981a5-d8c9-53fa-880d-80606be188fe,20/09/2022 23:33:22
5,https://www.nike.com/t/miami-dolphins-mike-gesicki-mens-game-football-jersey-dspWwb,NFL Miami Dolphins (Mike Gesicki),Men's Game Football Jersey,Nike,14057953,White,130.0,USD,InStock,"HIGHLIGHT YOUR LOYALTY TO YOUR TEAM.Rep your team and favorite player with the NFL Miami Dolphins Jersey. Proper ventilation and a loose, roomy fit help keep you comfortable on game day.BenefitsScreen-printed name, number and team mark offer lightweight durability.Ventilation over major heat zones helps keep you cool.Product DetailsLoose fit for a roomy feelNFL shield at V-neckTagless neck labelWoven jock tag100% polyesterMachine washImportedShown: WhiteStyle: 67NMDG2A9PF-2LF","<div class=""pi-pdpmainbody""><p><b class=""headline-5"">HIGHLIGHT YOUR LOYALTY TO YOUR TEAM.</b></p><br/><p>Rep your team and favorite player with the NFL Miami Dolphins Jersey. Proper ventilation and a loose, roomy fit help keep you comfortable on game day.</p><br/><p><b class=""headline-5"">Benefits</b></p><ul><li>Screen-printed name, number and team mark offer lightweight durability.</li><li>Ventilation over major heat zones helps keep you cool.</li></ul><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>Loose fit for a roomy feel</li><li>NFL shield at V-neck</li><li>Tagless neck label</li><li>Woven jock tag</li><li>100% polyester</li><li>Machine wash</li><li>Imported</li><li>Shown: White</li><li>Style: 67NMDG2A9PF-2LF</li></ul></div>",,,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/113bb00a-97ba-4120-b2f8-d2e0ec4db7f8/miami-dolphins-mike-gesicki-mens-game-football-jersey-dspWwb.png",S | M | L | XL | 2XL,32f47015-e055-5757-beb4-6b57604e3141,20/09/2022 23:33:32
6,https://www.nike.com/t/knicks-icon-edition-2020-nba-swingman-jersey-gxdwkz,Kristaps Porziņģis Knicks Icon Edition,Nike NBA Swingman Jersey,Nike,11815891,Rush Blue,104.99,USD,OutOfStock,"THE HEART OF YOUR TEAM'S IDENTITY.The Icon Edition jersey represents the team's true colours, reflected in a distinct, instantly recognisable design. Directly inspired by what the pros wear, this New York Knicks Icon Edition Nike NBA Swingman Jersey is made from premium double-knit fabric, with classic jersey construction and a fit that looks good from all angles.The Only Jersey With Built-In DropsYour Nike NBA Connected Jersey gives you next-level access to athletes, exclusive offers and the game you love. Download the NikeConnect app, then tap your smartphone to the tag at the bottom of your jersey to get started.Made From Sustainable MaterialsEach Nike NBA Connected Jersey is made from 100% recycled polyester. The premium material comes from plastic bottles that Nike has diverted from landfills since 2012—nearly 5 billion and counting.Product DetailsConnect to the game for the 2019–2020 season with your Nike NBA jersey.Machine wash100% recycled polyesterImportedHeat-applied graphicsProduct Details
Heat-applied twill name and number
Authentic logos and colours
Fabric: 100% recycled polyester
Machine wash
ImportedColour Shown: Rush BlueStyle: 864495-495Country/Region of Origin: Thailand,Guatemala

","<div class=""pi-pdpmainbody""><p><b class=""headline-5"">THE HEART OF YOUR TEAM'S IDENTITY.</b></p><br/><p>The Icon Edition jersey represents the team's true colours, reflected in a distinct, instantly recognisable design. Directly inspired by what the pros wear, this New York Knicks Icon Edition Nike NBA Swingman Jersey is made from premium double-knit fabric, with classic jersey construction and a fit that looks good from all angles.</p><br/><p><b class=""headline-5"">The Only Jersey With Built-In Drops</b></p><p>Your Nike NBA Connected Jersey gives you next-level access to athletes, exclusive offers and the game you love. Download the NikeConnect app, then tap your smartphone to the tag at the bottom of your jersey to get started.</p><br/><p><b class=""headline-5"">Made From Sustainable Materials</b></p><p>Each Nike NBA Connected Jersey is made from 100% recycled polyester. The premium material comes from plastic bottles that Nike has diverted from landfills since 2012—nearly 5 billion and counting.</p><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>Connect to the game for the 2019–2020 season with your Nike NBA jersey.</li><li>Machine wash</li><li>100% recycled polyester</li><li>Imported</li><li>Heat-applied graphics</li></ul><p><b class=""headline-5"">Product Details</b></p><ul>
<li>Heat-applied twill name and number</li>
<li>Authentic logos and colours</li>
<li>Fabric: 100% recycled polyester</li>
<li>Machine wash</li>
<li>Imported</li><li>Colour Shown: Rush Blue</li><li>Style: 864495-495</li><li>Country/Region of Origin: Thailand,Guatemala</li>
</ul>
</div>",5.0,3.0,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/ypgigxp9uzsnjm9jqkj7/kristaps-porzingis-knicks-icon-edition-nba-swingman-jersey-gxdwkz.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/w7vb1xedpjlfqpvwe6ao/kristaps-porzingis-knicks-icon-edition-nba-swingman-jersey-gxdwkz.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/ilgetkzpuwbmhmryvoiz/kristaps-porzingis-knicks-icon-edition-nba-swingman-jersey-gxdwkz.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/qejlansd5unovk28amku/kristaps-porzingis-knicks-icon-edition-nba-swingman-jersey-gxdwkz.png",,4b8de2f1-af57-5e5d-a208-371a2dfaa3ff,20/09/2022 23:33:38
7,https://www.nike.com/t/oregon-mens-max-90-t-shirt-S2Lq7n,Nike College (Oregon),Men's Max 90 T-Shirt,Nike,13817332,White,18.97,USD,InStock," With a roomy fit and '90s-style detailing, this soft Oregon T-shirt shows your love for the Ducks in a big way.Product DetailsLoose fit for a roomy feel50-100% cotton/0-50% polyesterMaterial percentages may vary. Check label for actual content.Machine washImportedShown: WhiteStyle: DN5357-100","<div class=""pi-pdpmainbody""><p><b class=""headline-5""> </b></p><br/><p>With a roomy fit and '90s-style detailing, this soft Oregon T-shirt shows your love for the Ducks in a big way.</p><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>Loose fit for a roomy feel</li><li>50-100% cotton/0-50% polyester</li><li>Material percentages may vary. Check label for actual content.</li><li>Machine wash</li><li>Imported</li><li>Shown: White</li><li>Style: DN5357-100</li></ul></div>",,,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/6aa5cc48-7a3f-483c-9aaf-4500c91f71e2/oregon-mens-max-90-t-shirt-S2Lq7n.png",S | M | L | XL | 2XL,de86e49a-23df-5149-b801-407fbc6b8ef9,20/09/2022 23:33:54
8,https://www.nike.com/t/sportswear-mens-logo-t-shirt-vKCNwD,Nike Sportswear,Men's Logo T-Shirt,Nike,13918594,Redstone,28.97,USD,InStock,"SWOOSH DETAILS.Keep it classic in the Nike Sportswear T-Shirt. Thick, comfortable cotton pairs with an embroidered Nike logo for a look that'll keep you groovin' all day.Product DetailsStandard fit for a relaxed, easy feel100% cottonMachine washImportedShown: RedstoneStyle: DQ3511-670","<div class=""pi-pdpmainbody""><p><b class=""headline-5"">SWOOSH DETAILS.</b></p><br/><p>Keep it classic in the Nike Sportswear T-Shirt. Thick, comfortable cotton pairs with an embroidered Nike logo for a look that'll keep you groovin' all day.</p><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>Standard fit for a relaxed, easy feel</li><li>100% cotton</li><li>Machine wash</li><li>Imported</li><li>Shown: Redstone</li><li>Style: DQ3511-670</li></ul></div>",5.0,1.0,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/88dae55d-e141-4a34-97df-5ef2dae0e5fd/sportswear-mens-logo-t-shirt-vKCNwD.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/1c31bf67-9c1a-42d1-97a1-3bb5b0f48b7a/sportswear-mens-logo-t-shirt-vKCNwD.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/3b48f882-ca42-4d50-bade-98e2142825de/sportswear-mens-logo-t-shirt-vKCNwD.png | https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/bd526889-476f-4f0f-94b1-485e72839f39/sportswear-mens-logo-t-shirt-vKCNwD.png",S,b24f9f9b-c408-5d83-b7a6-4980af41e9d7,20/09/2022 23:34:30
9,https://www.nike.com/t/therma-crucial-catch-miami-dolphins-mens-pullover-hoodie-n2VZrQ,Nike Therma Crucial Catch (NFL Miami Dolphins),Men's Pullover Hoodie,Nike,14233819,Black,85.0,USD,InStock,"WARM, BREATHABLE FLEECE.The Nike Therma Crucial Catch (NFL Miami Dolphins) Hoodie is built with sweat-wicking fleece to help manage your body’s natural heat and keep you warm. The chest is designed with the Crucial Catch pattern and logo to help strengthen the support of a great cause.BenefitsNike Therma fabric helps keep you warm.The hood and adjustable drawstring help provide extra coverage.Product DetailsFront pocket100% polyesterMachine washImportedShown: BlackStyle: NS5700AZUJ-8UP","<div class=""pi-pdpmainbody""><p><b class=""headline-5"">WARM, BREATHABLE FLEECE.</b></p><br/><p>The Nike Therma Crucial Catch (NFL Miami Dolphins) Hoodie is built with sweat-wicking fleece to help manage your body’s natural heat and keep you warm. The chest is designed with the Crucial Catch pattern and logo to help strengthen the support of a great cause.</p><br/><p><b class=""headline-5"">Benefits</b></p><ul><li>Nike Therma fabric helps keep you warm.</li><li>The hood and adjustable drawstring help provide extra coverage.</li></ul><br/><p><b class=""headline-5"">Product Details</b></p><ul><li>Front pocket</li><li>100% polyester</li><li>Machine wash</li><li>Imported</li><li>Shown: Black</li><li>Style: NS5700AZUJ-8UP</li></ul></div>",,,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f0ebd9f7-c14c-495c-8933-c51520683c1c/therma-crucial-catch-miami-dolphins-mens-pullover-hoodie-n2VZrQ.png",S | M | L | XL | 2XL,41b961cc-50f1-5ed7-85a2-836a7cffceae,20/09/2022 23:34:35
